timestamp,open,high,low,close,volume
2020-03-25T12:35:00Z,1608.843,1609.998,1604.878,1607.648,0.1005
2020-03-25T12:40:00Z,1607.898,1608.898,1604.975,1606.935,0.23
2020-03-25T12:45:00Z,1607.15,1607.417,1600.428,1602.348,0.3456
2020-03-25T12:50:00Z,1602.098,1606.648,1600.745,1606.448,0.2352
2020-03-25T12:55:00Z,1606.145,1608.018,1604.098,1606.398,0.1914
2020-03-25T13:00:00Z,1606.398,1615.098,1606.398,1613.548,0.2443
2020-03-25T13:05:00Z,1613.598,1613.748,1608.265,1611.148,0.2485
2020-03-25T13:10:00Z,1610.678,1616.948,1609.798,1616.198,0.236
2020-03-25T13:15:00Z,1616.298,1617.998,1612.308,1615.265,0.4206
2020-03-25T13:20:00Z,1615.265,1616.098,1610.278,1611.998,0.1874
2020-03-25T13:25:00Z,1611.998,1616.775,1610.998,1612.608,0.3143
2020-03-25T13:30:00Z,1612.698,1617.948,1610.115,1616.348,0.381
2020-03-25T13:35:00Z,1616.448,1620.148,1615.428,1617.628,0.3745
2020-03-25T13:40:00Z,1617.678,1617.678,1613.678,1613.778,0.1345
2020-03-25T13:45:00Z,1613.738,1617.408,1609.748,1614.278,0.1812
2020-03-25T13:50:00Z,1614.278,1618.198,1606.968,1607.775,0.3186
2020-03-25T13:55:00Z,1607.398,1609.848,1604.755,1606.048,0.3096
2020-03-25T14:00:00Z,1605.708,1611.108,1604.735,1608.428,0.4879
2020-03-25T14:05:00Z,1608.378,1612.708,1608.378,1609.948,0.2405
2020-03-25T14:10:00Z,1609.998,1611.848,1607.965,1609.968,0.2802
2020-03-25T14:15:00Z,1609.968,1613.848,1609.968,1611.575,0.1599
2020-03-25T14:20:00Z,1611.435,1614.968,1610.898,1611.138,0.2494
2020-03-25T14:25:00Z,1611.155,1612.865,1607.268,1610.415,0.4525
2020-03-25T14:30:00Z,1610.105,1611.248,1605.398,1606.488,0.3536
2020-03-25T14:35:00Z,1606.538,1610.598,1606.355,1609.998,0.3595
2020-03-25T14:40:00Z,1609.998,1611.998,1604.398,1607.978,0.2398
2020-03-25T14:45:00Z,1607.698,1610.398,1607.588,1609.348,0.2557
2020-03-25T14:50:00Z,1609.338,1612.848,1607.958,1612.048,0.2344
2020-03-25T14:55:00Z,1612.048,1612.748,1608.868,1609.635,0.1908
2020-03-25T15:00:00Z,1609.595,1613.578,1606.658,1613.258,0.403
2020-03-25T15:05:00Z,1613.098,1616.57,1612.628,1614.748,0.3845
2020-03-25T15:10:00Z,1614.738,1617.648,1611.968,1613.748,0.3248
2020-03-25T15:15:00Z,1613.848,1616.498,1612.018,1614.038,0.2312
2020-03-25T15:20:00Z,1613.988,1615.418,1612.008,1612.008,0.1142
2020-03-25T15:25:00Z,1611.908,1614.398,1610.658,1611.448,0.1957
2020-03-25T15:30:00Z,1611.378,1612.528,1610.718,1612.308,0.0192
2020-03-25T15:35:00Z,1604.665,1605.715,1603.735,1605.225,0.0777
2020-03-25T15:40:00Z,1605.125,1608.755,1602.458,1607.915,0.2646
2020-03-25T15:45:00Z,1607.935,1613.285,1606.728,1611.548,0.3464
2020-03-25T15:50:00Z,1611.548,1611.548,1605.908,1609.608,0.1228
2020-03-25T15:55:00Z,1609.678,1612.798,1609.135,1612.648,0.1783
2020-03-25T16:00:00Z,1612.648,1612.988,1608.008,1612.418,0.1458
2020-03-25T16:05:00Z,1612.098,1612.358,1610.395,1611.088,0.0364
2020-03-25T16:10:00Z,1611.088,1613.048,1608.935,1612.773,0.1956
2020-03-25T16:15:00Z,1612.698,1614.148,1611.528,1612.995,0.1828
2020-03-25T16:20:00Z,1613.065,1614.998,1612.908,1614.198,0.1421
2020-03-25T16:25:00Z,1614.198,1615.598,1613.548,1614.948,0.1776
2020-03-25T16:30:00Z,1614.998,1616.598,1612.08,1616.348,0.2443
2020-03-25T16:35:00Z,1616.298,1617.718,1612.832,1615.891,0.545
2020-03-25T16:40:00Z,1615.858,1616.048,1613.548,1615.898,0.2539
2020-03-25T16:45:00Z,1615.998,1616.698,1613.856,1613.856,0.128
2020-03-25T16:50:00Z,1613.856,1616.058,1613.741,1614.598,0.2232
2020-03-25T16:55:00Z,1614.598,1614.948,1613.358,1614.098,0.1352
2020-03-25T17:00:00Z,1614.098,1614.798,1613.258,1613.548,0.126
2020-03-25T17:05:00Z,1613.548,1614.888,1612.198,1614.698,0.1763
